"X".	"Y".	"Species".	"Diam"
"2605".	55.79.	78.73.	"PISY".	10.53
"2606".	49.45.	72.49.	"PISY".	10.94
"2607".	52.73.	77.65.	"PISY".	11.27
"2608".	53.36.	73.36.	"PISY".	12.54
"2609".	51.98.	72.37.	"PISY".	12.6
"2610".	48.46.	77.79.	"PISY".	12.96
"2611".	51.99.	78.53.	"PISY".	13.3
"2612".	49.31.	75.66.	"PISY".	13.45
"2613".	53.62.	72.55.	"PISY".	13.63
"2614".	51.13.	72.58.	"PISY".	14.04
"2615".	52.64.	77.31.	"PISY".	15.44
"2616".	54.14.	72.26.	"PISY".	17.06
"2617".	51.73.	79.5.	"PISY".	17.46
"2870".	63.28.	6.26.	"PISY".	7.74
"2871".	59.22.	2.92.	"PISY".	7.77
"2872".	57.52.	1.54.	"PISY".	8.21
"2873".	63.87.	2.46.	"PISY".	8.24
"2874".	62.82.	6.43.	"PISY".	8.27
"2875".	58.58.	5.23.	"PISY".	8.57
"2876".	60.75.	5.21.	"PISY".	9
"2877".	63.07.	0.31.	"PISY".	9.28
"2878".	62.45.	1.	"PISY".	10.27
"2879".	59.31.	6.34.	"PISY".	10.28
"2880".	58.79.	5.19.	"PISY".	10.34
"2881".	61.93.	7.38.	"PISY".	10.37
"2882".	61.25.	1.31.	"PISY".	11.15
"2883".	60.8.	5.19.	"PISY".	11.4
"2884".	60.94.	3.38.	"PISY".	11.44
"2885".	59.29.	1.72.	"PISY".	11.49
"2886".	56.51.	3.7.	"PISY".	11.76
"2887".	56.03.	7.33.	"PISY".	11.76
"2888".	59.01.	3.64.	"PISY".	12.79
"2889".	63.53.	2.81.	"PISY".	13.36
"2890".	61.24.	2.49.	"PISY".	13.76
"2891".	63.1.	0.26.	"PISY".	14.73
"2892".	59.87.	0.01.	"PISY".	15.64
"2893".	57.65.	3.4.	"PISY".	15.86
"2894".	58.32.	0.01.	"PISY".	16.39
"2895".	58.07.	6.88.	"PISY".	17.21
"2896".	63.17.	8.51.	"PISY".	8.35
"2897".	62.99.	12.38.	"PISY".	8.38
"2898".	60.09.	13.89.	"PISY".	9.14
"2899".	59.36.	15.28.	"PISY".	10.18
"2900".	61.	14.75.	"PISY".	10.32
"2901".	56.98.	11.45.	"PISY".	10.77
"2902".	57.58.	15.21.	"PISY".	11.99
"2903".	56.02.	8.32.	"PISY".	12.49
"2904".	56.88.	11.36.	"PISY".	12.63
"2905".	63.7.	11.63.	"PISY".	13.76
"2906".	63.27.	12.24.	"PISY".	14.39
"2907".	56.42.	9.89.	"PISY".	14.55
"2908".	63.65.	8.05.	"PISY".	15.44
"2909".	59.22.	12.64.	"PISY".	16.22
"2910".	61.81.	14.21.	"PISY".	16.53
"2911".	60.12.	9.92.	"PISY".	16.65
"2912".	62.28.	14.62.	"PISY".	16.99
"2913".	62.12.	14.34.	"PISY".	17.17
"2914".	63.22.	12.42.	"PISY".	18.86
"2915".	62.18.	19.31.	"PISY".	8.13
"2916".	63.45.	23.1.	"PISY".	8.72
"2917".	63.36.	17.09.	"PISY".	8.77
"2918".	58.43.	19.19.	"PISY".	9.65
"2919".	62.57.	17.32.	"PISY".	10.74
"2920".	60.77.	16.69.	"PISY".	10.92
"2921".	60.71.	19.74.	"PISY".	11.1
"2922".	57.57.	18.57.	"PISY".	11.8
"2923".	57.04.	23.89.	"PISY".	11.97
"2924".	63.23.	19.2.	"PISY".	12.15
"2925".	63.89.	23.57.	"PISY".	12.4
"2926".	61.91.	23.54.	"PISY".	12.4
"2927".	56.6.	17.79.	"PISY".	12.45
"2928".	59.4.	17.16.	"PISY".	12.69
"2929".	59.52.	21.5.	"PISY".	12.81
"2930".	62.36.	16.61.	"PISY".	13.14
"2931".	60.75.	16.16.	"PISY".	13.48
"2932".	60.32.	22.1.	"PISY".	14.44
"2933".	57.98.	17.74.	"PISY".	14.48
"2934".	58.86.	16.69.	"PISY".	14.96
"2935".	61.34.	23.31.	"PISY".	15.44
"2936".	62.65.	19.01.	"PISY".	15.52
"2937".	60.66.	20.86.	"PISY".	15.63
"2938".	60.58.	19.69.	"PISY".	16.13
"2939".	57.76.	18.59.	"PISY".	16.33
"2940".	57.1.	19.56.	"PISY".	16.78
"2941".	63.23.	25.49.	"PISY".	7.62
"2942".	57.57.	29.87.	"PISY".	8.05
"2943".	56.48.	29.38.	"PISY".	8.53
"2944".	61.23.	31.09.	"PISY".	8.55
"2945".	61.16.	29.31.	"PISY".	8.8
"2946".	61.57.	29.68.	"PISY".	9.28
"2947".	61.16.	26.19.	"PISY".	9.36
"2948".	60.04.	27.63.	"PISY".	9.61
"2949".	63.06.	24.23.	"PISY".	9.78
"2950".	58.49.	28.85.	"PISY".	9.92
"2951".	58.52.	27.79.	"PISY".	10.64
"2952".	61.83.	25.99.	"PISY".	11.66
"2953".	56.93.	29.93.	"PISY".	12.18
"2954".	57.3.	25.46.	"PISY".	13.33
"2955".	59.42.	30.68.	"PISY".	13.67
"2956".	62.88.	27.46.	"PISY".	13.68
"2957".	57.83.	24.25.	"PISY".	13.84
"2958".	63.86.	27.74.	"PISY".	14.08
"2959".	63.28.	26.58.	"PISY".	15.27
"2960".	61.08.	26.73.	"PISY".	17.33
"2961".	60.96.	38.28.	"PISY".	7.59
"2962".	58.43.	36.19.	"PISY".	7.8
"2963".	58.26.	32.13.	"PISY".	7.87
"2964".	59.24.	35.25.	"PISY".	8.38
"2965".	59.87.	33.39.	"PISY".	8.77
"2966".	60.89.	36.13.	"PISY".	9.08
"2967".	63.57.	33.37.	"PISY".	9.27
"2968".	63.67.	37.03.	"PISY".	9.37
"2969".	63.71.	34.81.	"PISY".	9.5
"2970".	59.4.	33.29.	"PISY".	9.64
"2971".	62.1.	36.88.	"PISY".	9.87
"2972".	59.83.	39.24.	"PISY".	10.52
"2973".	60.88.	36.93.	"PISY".	10.89
"2974".	59.19.	35.17.	"PISY".	11.01
"2975".	60.28.	34.37.	"PISY".	11.87
"2976".	59.57.	34.98.	"PISY".	12.95
"2977".	58.6.	37.19.	"PISY".	13.02
"2978".	58.97.	32.49.	"PISY".	13.92
"2979".	63.67.	37.44.	"PISY".	14.14
"2980".	56.25.	37.37.	"PISY".	14.24
"2981".	62.16.	33.99.	"PISY".	14.95
"2982".	60.57.	39.18.	"PISY".	15.7
"2983".	63.59.	36.17.	"PISY".	15.82
"2984".	61.92.	38.52.	"PISY".	16.83
"2985".	62.43.	33.38.	"PISY".	16.97
"2986".	57.53.	35.23.	"PISY".	17.23
"2987".	60.87.	44.	"PISY".	7.66
"2988".	62.4.	40.8.	"PISY".	8.18
"2989".	61.56.	42.7.	"PISY".	9
"2990".	59.08.	40.62.	"PISY".	9.98
"2991".	59.88.	46.73.	"PISY".	10.75
"2992".	57.75.	46.98.	"PISY".	10.76
"2993".	57.28.	45.95.	"PISY".	12.06
"2994".	56.46.	47.02.	"PISY".	12.12
"2995".	62.03.	43.47.	"PISY".	12.36
"2996".	61.77.	45.91.	"PISY".	12.81
"2997".	56.5.	40.51.	"PISY".	13.3
"2998".	62.18.	43.6.	"PISY".	14.32
"2999".	57.39.	44.19.	"PISY".	15.04
"3000".	56.62.	43.84.	"PISY".	16.37
"3001".	60.81.	43.87.	"PISY".	16.61
"3002".	61.03.	47.7.	"PISY".	16.84
"3003".	61.29.	41.53.	"PISY".	17.2
"3004".	59.74.	48.4.	"PISY".	7.5
"3005".	62.66.	54.23.	"PISY".	7.56
"3006".	57.13.	48.2.	"PISY".	8.24
"3007".	56.11.	52.35.	"PISY".	8.4
"3008".	58.38.	49.04.	"PISY".	8.57
"3009".	62.09.	53.59.	"PISY".	8.71
"3010".	56.42.	52.73.	"PISY".	8.95
"3011".	56.38.	52.04.	"PISY".	8.95
"3012".	60.	52.47.	"PISY".	10.29
"3013".	57.04.	54.75.	"PISY".	12.99
"3014".	62.09.	53.06.	"PISY".	13.16
"3015".	60.47.	51.37.	"PISY".	14.06
"3016".	58.98.	53.19.	"PISY".	14.89
"3017".	59.77.	55.3.	"PISY".	15.77
"3018".	63.94.	55.43.	"PISY".	16.18
"3019".	60.86.	55.09.	"PISY".	17.11
"3020".	57.03.	54.53.	"PISY".	17.23
"3021".	63.44.	50.49.	"PISY".	17.28
"3022".	57.28.	63.27.	"PISY".	7.74
"3023".	58.51.	58.31.	"PISY".	7.87
"3024".	59.36.	56.02.	"PISY".	8.69
"3025".	56.46.	56.81.	"PISY".	8.95
"3026".	63.9.	60.88.	"PISY".	9.3
"3027".	61.51.	63.02.	"PISY".	9.76
"3028".	61.54.	61.61.	"PISY".	11.22
"3029".	56.92.	58.23.	"PISY".	12.2
"3030".	59.55.	56.79.	"PISY".	13.19
"3031".	60.1.	56.96.	"PISY".	13.82
"3032".	60.52.	57.99.	"PISY".	14.12
"3033".	57.07.	63.15.	"PISY".	14.72
"3034".	61.8.	63.85.	"PISY".	14.89
"3035".	56.3.	57.57.	"PISY".	14.99
"3036".	58.02.	57.92.	"PISY".	15.17
"3037".	62.51.	57.11.	"PISY".	15.29
"3038".	58.75.	57.97.	"PISY".	15.46
"3039".	60.33.	57.03.	"PISY".	16.42
"3040".	57.91.	59.23.	"PISY".	17.02
"3041".	62.91.	60.21.	"PISY".	17.43
"3042".	59.22.	71.79.	"PISY".	7.61
"3043".	63.15.	66.54.	"PISY".	8.93
"3044".	59.56.	70.81.	"PISY".	9.12
"3045".	60.16.	70.63.	"PISY".	10.33
"3046".	63.86.	68.41.	"PISY".	10.34
"3047".	58.19.	71.93.	"PISY".	10.79
"3048".	62.92.	71.31.	"PISY".	11.13
"3049".	62.85.	66.62.	"PISY".	11.87
"3050".	58.35.	65.22.	"PISY".	12.53
"3051".	63.31.	71.16.	"PISY".	12.54
"3052".	61.83.	66.31.	"PISY".	13.66
"3053".	59.84.	64.58.	"PISY".	13.71
"3054".	59.92.	66.13.	"PISY".	14.13
"3055".	58.86.	67.01.	"PISY".	15.96
"3056".	62.4.	65.35.	"PISY".	16.69
"3057".	59.13.	68.15.	"PISY".	16.81
"3058".	60.51.	72.99.	"PISY".	8.91
"3059".	63.6.	77.36.	"PISY".	9.22
"3060".	59.41.	73.69.	"PISY".	9.23
"3061".	58.67.	78.92.	"PISY".	9.51
"3062".	58.89.	76.8.	"PISY".	9.75
"3063".	63.39.	74.51.	"PISY".	9.76
"3064".	60.57.	78.32.	"PISY".	9.8
"3065".	63.39.	78.43.	"PISY".	10.27
"3066".	57.89.	77.49.	"PISY".	10.48
"3067".	61.28.	72.78.	"PISY".	11.64
"3068".	62.8.	75.11.	"PISY".	12.24
"3069".	56.36.	72.54.	"PISY".	12.25
"3070".	60.07.	76.98.	"PISY".	12.34
"3071".	57.94.	77.59.	"PISY".	13.63
"3072".	59.13.	77.46.	"PISY".	14.39
"3073".	56.32.	76.4.	"PISY".	14.43
"3074".	56.24.	79.67.	"PISY".	15.14
"3075".	61.42.	74.13.	"PISY".	15.64
"3076".	57.85.	78.21.	"PISY".	16.25
"3077".	57.07.	75.72.	"PISY".	16.75
"3325".	67.41.	0.98.	"PISY".	8.26
"3326".	64.38.	5.86.	"PISY".	8.94
"3327".	65.93.	4.69.	"PISY".	9.29
"3328".	67.52.	0.8.	"PISY".	10.29
"3329".	70.44.	1.8.	"PISY".	10.42
"3330".	70.	4.39.	"PISY".	10.8
"3331".	64.48.	1.29.	"PISY".	12.22
"3332".	67.3.	6.99.	"PISY".	12.83
"3333".	65.13.	6.78.	"PISY".	13.56
"3334".	66.29.	0.76.	"PISY".	14.25
"3335".	65.16.	5.81.	"PISY".	14.72
"3336".	68.02.	0.27.	"PISY".	15.61
"3337".	67.66.	4.12.	"PISY".	15.98
"3338".	71.79.	0.82.	"PISY".	16.87
"3339".	71.03.	0.89.	"PISY".	16.89
"3340".	65.64.	15.83.	"PISY".	7.79
"3341".	65.72.	15.26.	"PISY".	8.28
"3342".	69.57.	12.35.	"PISY".	8.56
"3343".	67.58.	11.69.	"PISY".	8.78
"3344".	64.79.	8.69.	"PISY".	9.48
"3345".	64.05.	13.13.	"PISY".	10.72
"3346".	65.68.	12.24.	"PISY".	11.09
"3347".	66.81.	9.82.	"PISY".	11.09
"3348".	70.07.	12.49.	"PISY".	12.13
"3349".	68.58.	8.41.	"PISY".	12.58
"3350".	67.11.	13.97.	"PISY".	12.59
"3351".	69.86.	15.18.	"PISY".	12.85
"3352".	66.54.	9.87.	"PISY".	13.83
"3353".	67.26.	11.37.	"PISY".	14.07
"3354".	66.47.	8.35.	"PISY".	14.34
"3355".	68.49.	9.61.	"PISY".	14.71
"3356".	66.06.	12.33.	"PISY".	15.26
"3357".	69.57.	14.12.	"PISY".	15.44
"3358".	70.13.	9.95.	"PISY".	16.15
"3359".	70.11.	13.14.	"PISY".	16.98
"3360".	66.96.	21.19.	"PISY".	8.14
"3361".	65.46.	19.9.	"PISY".	8.28
"3362".	70.8.	19.11.	"PISY".	8.49
"3363".	69.93.	19.09.	"PISY".	8.65
"3364".	67.78.	19.14.	"PISY".	9.67
"3365".	70.44.	20.36.	"PISY".	10.08
"3366".	66.66.	17.35.	"PISY".	10.28
"3367".	66.47.	23.31.	"PISY".	10.97
"3368".	71.87.	16.08.	"PISY".	14.5
"3369".	67.15.	17.57.	"PISY".	14.55
"3370".	70.84.	20.06.	"PISY".	14.8
"3371".	71.92.	16.19.	"PISY".	15.28
"3372".	71.03.	19.32.	"PISY".	15.78
"3373".	64.79.	16.14.	"PISY".	16.52
"3374".	65.12.	22.88.	"PISY".	16.57
"3375".	64.84.	24.14.	"PISY".	7.6
"3376".	65.17.	29.01.	"PISY".	9.41
"3377".	70.15.	26.27.	"PISY".	10.07
"3378".	67.88.	29.09.	"PISY".	10.16
"3379".	65.93.	24.4.	"PISY".	12.01
"3380".	70.34.	27.7.	"PISY".	13.42
"3381".	65.72.	24.87.	"PISY".	13.5
"3382".	68.71.	27.6.	"PISY".	13.78
"3383".	70.75.	27.21.	"PISY".	14.29
"3384".	67.33.	24.78.	"PISY".	15.31
"3385".	71.48.	24.8.	"PISY".	15.81
"3386".	69.62.	31.84.	"PISY".	16.98
"3387".	67.6.	36.29.	"PISY".	7.62
"3388".	68.74.	35.41.	"PISY".	8.02
"3389".	70.13.	39.85.	"PISY".	8.36
"3390".	64.57.	36.52.	"PISY".	10.39
"3391".	64.86.	38.33.	"PISY".	12.52
"3392".	71.61.	38.15.	"PISY".	12.62
"3393".	66.82.	33.45.	"PISY".	13.48
"3394".	69.59.	33.97.	"PISY".	14.47
"3395".	67.97.	39.04.	"PISY".	14.66
"3396".	67.3.	39.89.	"PISY".	14.72
"3397".	65.54.	36.69.	"PISY".	15.35
"3398".	65.62.	34.4.	"PISY".	15.5
"3399".	71.2.	39.02.	"PISY".	16.05
"3400".	70.85.	37.88.	"PISY".	16.75
"3401".	66.97.	36.25.	"PISY".	16.98
"3402".	68.57.	36.83.	"PISY".	17.08
"3403".	67.85.	46.53.	"PISY".	8.54
"3404".	67.41.	40.04.	"PISY".	9.26
"3405".	70.5.	40.35.	"PISY".	10.41
"3406".	68.91.	43.22.	"PISY".	10.66
"3407".	71.4.	47.94.	"PISY".	11.15
"3408".	70.86.	41.87.	"PISY".	12.07
"3409".	68.5.	40.56.	"PISY".	12.34
"3410".	70.65.	40.08.	"PISY".	12.4
"3411".	67.42.	43.17.	"PISY".	12.55
"3412".	67.17.	41.83.	"PISY".	12.68
"3413".	71.74.	43.54.	"PISY".	13.25
"3414".	66.56.	41.67.	"PISY".	13.46
"3415".	67.74.	40.62.	"PISY".	13.57
"3416".	65.7.	40.82.	"PISY".	13.79
"3417".	71.52.	46.42.	"PISY".	15.18
"3418".	66.9.	43.71.	"PISY".	17.02
"3419".	66.55.	48.85.	"PISY".	7.67
"3420".	65.33.	53.93.	"PISY".	7.94
"3421".	67.23.	51.04.	"PISY".	8.01
"3422".	64.77.	52.55.	"PISY".	8.14
"3423".	67.01.	53.05.	"PISY".	8.57
"3424".	67.6.	53.93.	"PISY".	11.54
"3425".	71.61.	54.24.	"PISY".	12.07
"3426".	67.92.	52.55.	"PISY".	12.62
"3427".	65.2.	51.07.	"PISY".	14.03
"3428".	71.87.	53.89.	"PISY".	14.5
"3429".	67.43.	54.36.	"PISY".	15.02
"3430".	64.99.	49.53.	"PISY".	17.04
"3431".	66.58.	63.23.	"PISY".	8.05
"3432".	64.4.	59.82.	"PISY".	8.1
"3433".	67.23.	59.	"PISY".	8.87
"3434".	68.74.	58.18.	"PISY".	8.93
"3435".	71.92.	61.42.	"PISY".	9.61
"3436".	70.53.	56.8.	"PISY".	10.34
"3437".	65.82.	56.44.	"PISY".	11.15
"3438".	65.96.	61.62.	"PISY".	11.45
"3439".	69.11.	63.73.	"PISY".	11.74
"3440".	64.69.	57.51.	"PISY".	12.27
"3441".	65.28.	60.24.	"PISY".	13.23
"3442".	65.59.	58.52.	"PISY".	13.9
"3443".	71.23.	63.91.	"PISY".	14.45
"3444".	66.89.	62.41.	"PISY".	14.85
"3445".	67.43.	59.72.	"PISY".	16.3
"3446".	65.22.	69.55.	"PISY".	8.68
"3447".	64.8.	64.54.	"PISY".	9.35
"3448".	64.71.	64.05.	"PISY".	10.83
"3449".	69.54.	65.98.	"PISY".	10.87
"3450".	69.95.	70.38.	"PISY".	11.57
"3451".	69.93.	71.17.	"PISY".	12.59
"3452".	67.22.	68.54.	"PISY".	14.85
"3453".	64.69.	68.45.	"PISY".	16.2
"3454".	70.16.	78.34.	"PISY".	8.75
"3455".	70.69.	76.34.	"PISY".	8.92
"3456".	67.27.	76.02.	"PISY".	9.43
"3457".	69.16.	76.71.	"PISY".	9.49
"3458".	68.41.	72.24.	"PISY".	9.5
"3459".	71.65.	76.26.	"PISY".	9.75
"3460".	67.69.	75.46.	"PISY".	11.31
"3461".	65.04.	78.77.	"PISY".	11.69
"3462".	69.71.	73.53.	"PISY".	11.89
"3463".	67.77.	74.88.	"PISY".	12.29
"3464".	66.06.	75.42.	"PISY".	13.1
"3465".	67.76.	73.18.	"PISY".	13.24
"3466".	66.63.	72.95.	"PISY".	13.95
"3467".	67.31.	77.02.	"PISY".	15.89
"3468".	67.89.	73.24.	"PISY".	16.55
"3469".	69.16.	76.94.	"PISY".	16.94
"3470".	67.17.	74.61.	"PISY".	17.33
"3471".	65.13.	78.32.	"PISY".	17.34
"3707".	79.22.	0.71.	"PISY".	8.3
"3708".	72.11.	6.6.	"PISY".	8.46
"3709".	78.07.	0.4.	"PISY".	10.17
"3710".	79.47.	6.59.	"PISY".	10.31
"3711".	77.94.	1.44.	"PISY".	12.91
"3712".	77.89.	6.7.	"PISY".	13.73
"3713".	76.8.	7.68.	"PISY".	13.84
"3714".	76.7.	6.24.	"PISY".	14.27
"3715".	75.88.	6.59.	"PISY".	14.28
"3716".	79.65.	5.82.	"PISY".	14.39
"3717".	76.26.	3.39.	"PISY".	17.07
"3718".	73.26.	9.03.	"PISY".	8.5
"3719".	74.47.	14.26.	"PISY".	8.85
"3720".	79.32.	12.	"PISY".	9.81
"3721".	72.74.	13.08.	"PISY".	10.34
"3722".	76.15.	14.24.	"PISY".	10.42
"3723".	79.89.	10.66.	"PISY".	11.14
"3724".	72.31.	8.37.	"PISY".	11.42
"3725".	79.38.	12.93.	"PISY".	12.7
"3726".	78.16.	9.28.	"PISY".	13.55
"3727".	75.39.	13.35.	"PISY".	13.92
"3728".	77.83.	11.86.	"PISY".	14.38
"3729".	76.01.	13.69.	"PISY".	14.8
"3730".	79.23.	11.85.	"PISY".	15.72
"3731".	73.11.	10.52.	"PISY".	16.61
"3732".	79.04.	15.1.	"PISY".	16.83
"3733".	76.93.	9.41.	"PISY".	16.91
"3734".	79.83.	22.02.	"PISY".	7.63
"3735".	72.94.	23.61.	"PISY".	8.01
"3736".	78.08.	19.42.	"PISY".	9.25
"3737".	74.76.	21.21.	"PISY".	9.4
"3738".	75.56.	21.65.	"PISY".	9.53
"3739".	75.05.	18.48.	"PISY".	9.57
"3740".	74.94.	23.49.	"PISY".	10.31
"3741".	74.31.	16.23.	"PISY".	11.41
"3742".	76.28.	19.48.	"PISY".	11.65
"3743".	79.49.	17.75.	"PISY".	11.91
"3744".	78.18.	16.05.	"PISY".	12.68
"3745".	73.69.	17.42.	"PISY".	12.89
"3746".	77.81.	17.63.	"PISY".	13.17
"3747".	73.77.	20.3.	"PISY".	13.25
"3748".	79.99.	23.9.	"PISY".	14.07
"3749".	72.21.	16.42.	"PISY".	14.9
"3750".	75.92.	21.19.	"PISY".	15.76
"3751".	76.2.	16.07.	"PISY".	16.2
"3752".	75.77.	19.19.	"PISY".	16.23
"3753".	77.85.	26.89.	"PISY".	7.67
"3754".	73.97.	25.17.	"PISY".	7.67
"3755".	76.18.	27.45.	"PISY".	8.47
"3756".	79.3.	31.84.	"PISY".	8.76
"3757".	77.23.	26.66.	"PISY".	10.32
"3758".	76.6.	28.87.	"PISY".	10.57
"3759".	72.15.	28.58.	"PISY".	10.69
"3760".	79.48.	26.85.	"PISY".	10.73
"3761".	76.21.	27.96.	"PISY".	11.05
"3762".	77.47.	25.42.	"PISY".	11.25
"3763".	73.68.	26.07.	"PISY".	11.65
"3764".	73.2.	24.96.	"PISY".	11.84
"3765".	78.08.	24.09.	"PISY".	11.94
"3766".	72.99.	26.53.	"PISY".	12.37
"3767".	75.88.	26.66.	"PISY".	12.39
"3768".	79.89.	28.76.	"PISY".	12.89
"3769".	76.12.	26.61.	"PISY".	13.11
"3770".	78.6.	30.29.	"PISY".	13.67
"3771".	76.08.	27.63.	"PISY".	14.47
"3772".	74.72.	25.36.	"PISY".	14.8
"3773".	79.5.	26.59.	"PISY".	15.02
"3774".	78.49.	31.79.	"PISY".	15.74
"3775".	72.63.	24.07.	"PISY".	17
"3776".	74.55.	30.47.	"PISY".	17.45
"3777".	79.24.	36.96.	"PISY".	7.8
"3778".	77.48.	39.99.	"PISY".	8.56
"3779".	75.33.	35.1.	"PISY".	9.24
"3780".	78.16.	34.97.	"PISY".	9.46
"3781".	72.8.	37.63.	"PISY".	9.97
"3782".	79.28.	37.59.	"PISY".	10.27
"3783".	78.63.	35.26.	"PISY".	10.94
"3784".	72.11.	39.42.	"PISY".	12.03
"3785".	77.67.	38.17.	"PISY".	12.25
"3786".	76.32.	37.66.	"PISY".	13.48
"3787".	76.22.	37.66.	"PISY".	14.17
"3788".	72.67.	38.41.	"PISY".	15.86
"3789".	79.74.	38.95.	"PISY".	15.95
"3790".	75.63.	32.56.	"PISY".	17.17
"3791".	77.7.	36.07.	"PISY".	17.49
"3792".	75.14.	43.93.	"PISY".	7.99
"3793".	74.03.	44.92.	"PISY".	8.94
"3794".	79.5.	47.13.	"PISY".	9.41
"3795".	74.6.	41.93.	"PISY".	9.48
"3796".	78.56.	45.54.	"PISY".	9.6
"3797".	75.14.	46.04.	"PISY".	9.66
"3798".	76.39.	41.13.	"PISY".	10.06
"3799".	79.48.	44.57.	"PISY".	11.3
"3800".	72.42.	40.01.	"PISY".	11.71
"3801".	77.49.	40.24.	"PISY".	11.78
"3802".	73.1.	42.59.	"PISY".	12.86
"3803".	78.53.	42.78.	"PISY".	13.19
"3804".	77.83.	42.45.	"PISY".	13.81
"3805".	74.04.	44.86.	"PISY".	13.89
"3806".	78.39.	46.01.	"PISY".	14.94
"3807".	77.39.	42.17.	"PISY".	15.12
"3808".	77.41.	46.19.	"PISY".	15.74
"3809".	72.67.	40.85.	"PISY".	16.77
"3810".	72.37.	53.67.	"PISY".	7.84
"3811".	76.62.	55.2.	"PISY".	7.97
"3812".	73.07.	51.13.	"PISY".	8.59
"3813".	79.27.	55.01.	"PISY".	10.59
"3814".	73.03.	52.17.	"PISY".	10.67
"3815".	76.18.	49.43.	"PISY".	10.82
"3816".	72.39.	51.51.	"PISY".	10.98
"3817".	72.21.	49.12.	"PISY".	13.72
"3818".	73.42.	54.48.	"PISY".	13.88
"3819".	74.	55.57.	"PISY".	14.64
"3820".	79.8.	52.03.	"PISY".	15.01
"3821".	74.42.	48.23.	"PISY".	15.98
"3822".	78.39.	51.79.	"PISY".	16.21
"3823".	75.53.	53.36.	"PISY".	16.88
"3824".	79.26.	52.43.	"PISY".	17.12
"3825".	74.7.	58.56.	"PISY".	7.6
"3826".	78.46.	62.55.	"PISY".	7.74
"3827".	72.98.	56.6.	"PISY".	8.02
"3828".	79.61.	57.11.	"PISY".	8.19
"3829".	79.91.	60.12.	"PISY".	8.24
"3830".	78.38.	59.65.	"PISY".	9.88
"3831".	75.74.	57.76.	"PISY".	10.68
"3832".	74.11.	62.75.	"PISY".	10.93
"3833".	72.63.	63.51.	"PISY".	11.84
"3834".	77.67.	59.21.	"PISY".	12.2
"3835".	74.78.	58.37.	"PISY".	12.28
"3836".	74.09.	62.59.	"PISY".	13.59
"3837".	78.83.	62.1.	"PISY".	14.27
"3838".	77.97.	59.6.	"PISY".	14.74
"3839".	72.35.	63.85.	"PISY".	15.06
"3840".	78.26.	62.43.	"PISY".	15.36
"3841".	77.5.	61.97.	"PISY".	16.45
"3842".	74.65.	63.06.	"PISY".	16.76
"3843".	78.03.	57.09.	"PISY".	16.92
"3844".	76.8.	70.48.	"PISY".	7.74
"3845".	76.01.	64.84.	"PISY".	8.03
"3846".	76.16.	70.21.	"PISY".	8.04
"3847".	72.83.	69.77.	"PISY".	9.04
"3848".	76.	67.37.	"PISY".	9.13
"3849".	78.15.	70.83.	"PISY".	9.69
"3850".	73.68.	67.45.	"PISY".	9.77
"3851".	76.79.	69.64.	"PISY".	10.25
"3852".	75.04.	64.32.	"PISY".	11.61
"3853".	76.21.	65.87.	"PISY".	13.77
"3854".	76.05.	71.92.	"PISY".	14.05
"3855".	74.39.	65.53.	"PISY".	14.54
"3856".	74.13.	70.76.	"PISY".	16.11
"3857".	72.93.	66.24.	"PISY".	16.76
"3858".	76.5.	70.19.	"PISY".	17.14
"3859".	74.11.	78.63.	"PISY".	7.53
"3860".	76.76.	72.78.	"PISY".	8.27
"3861".	72.51.	72.34.	"PISY".	8.27
"3862".	73.86.	75.57.	"PISY".	8.5
"3863".	73.87.	75.36.	"PISY".	8.7
"3864".	76.26.	76.1.	"PISY".	8.8
"3865".	74.6.	77.97.	"PISY".	8.85
"3866".	72.83.	73.84.	"PISY".	10.81
"3867".	78.	76.66.	"PISY".	11.02
"3868".	73.61.	75.35.	"PISY".	11.68
"3869".	79.98.	73.24.	"PISY".	13.36
"3870".	75.37.	75.12.	"PISY".	14.03
"3871".	75.23.	76.36.	"PISY".	14.53
"3872".	78.38.	76.54.	"PISY".	15.3
"3873".	74.31.	75.64.	"PISY".	15.39
"3874".	76.34.	77.55.	"PISY".	15.57
"3875".	73.91.	78.29.	"PISY".	17.27
"3876".	72.94.	74.53.	"PISY".	17.49
"3877".	78.05.	75.86.	"PISY".	19.08
